filename,width,height,class,xmin,ymin,xmax,ymax
320057.jpg,433,577,Laksa,25,19,411,557
237879.jpg,500,375,Laksa,7,18,478,370
236102.jpg,500,375,Laksa,64,31,462,357
237894.jpg,500,375,Laksa,31,18,460,337
320586.jpg,500,500,Laksa,21,43,482,466
236456.jpg,614,406,Laksa,44,76,562,356
319649.jpg,578,432,Laksa,63,23,527,417
237224.jpg,500,333,Laksa,50,19,493,299
320683.jpg,500,500,Laksa,18,41,476,445
238445.jpg,500,375,Laksa,17,7,490,360
319656.jpg,500,500,Laksa,12,16,482,483
319795.jpg,577,433,Laksa,16,54,551,382
269422.jpg,613,407,Laksa,109,44,553,318
238454.jpg,577,433,Laksa,32,12,571,418
320386.jpg,500,500,Laksa,12,20,475,491
238622.jpg,614,406,Laksa,19,20,562,387
238474.jpg,500,376,Laksa,18,12,487,361
237887.jpg,500,375,Laksa,31,15,493,356
320856.jpg,500,500,Laksa,12,91,490,485
238469.jpg,576,433,Laksa,45,25,558,413
269436.jpg,416,599,Laksa,13,39,395,544
238196.jpg,500,333,Laksa,1,63,414,327
319756.jpg,577,433,Laksa,14,7,571,422
236116.jpg,464,537,Laksa,18,33,440,505
269423.jpg,500,375,Laksa,29,26,481,364
320883.jpg,500,500,Laksa,25,27,481,452
238190.jpg,612,407,Laksa,28,20,585,337
238410.jpg,577,433,Laksa,21,27,564,425
236937.jpg,577,433,Laksa,57,66,533,420
320377.jpg,500,500,Laksa,20,27,482,464
236420.jpg,577,433,Laksa,7,55,571,405
320467.jpg,500,500,Laksa,25,25,487,414
238676.jpg,611,408,Laksa,61,40,574,389
236377.jpg,610,409,Laksa,41,46,602,374
269429.jpg,556,449,Laksa,60,28,493,426
237971.jpg,500,375,Laksa,10,20,490,367
320052.jpg,433,577,Laksa,27,40,427,521
320658.jpg,500,500,Laksa,15,33,490,477
319307.jpg,432,578,Laksa,28,57,403,546
238910.jpg,433,577,Laksa,2,64,427,548
237657.jpg,611,408,Laksa,30,27,589,392
236448.jpg,591,422,Laksa,51,31,578,407
236849.jpg,610,409,Laksa,22,40,598,398
320577.jpg,500,500,Laksa,23,47,479,468
319315.jpg,432,578,Laksa,18,50,411,498
320685.jpg,432,578,Laksa,1,72,429,556
269424.jpg,612,408,Laksa,28,56,583,375
238413.jpg,500,375,Laksa,12,7,465,370
236486.jpg,612,408,Laksa,89,68,512,375
236513.jpg,610,409,Laksa,22,13,598,388
236574.jpg,612,407,Laksa,32,22,583,347
319906.jpg,433,577,Laksa,1,163,431,526
319591.jpg,500,500,Laksa,1,72,493,489
237764.jpg,612,408,Laksa,13,11,589,406
320081.jpg,500,500,Laksa,15,72,475,441
238419.jpg,577,433,Laksa,30,21,526,395
236168.jpg,575,434,Laksa,35,52,526,374
238082.jpg,614,406,Laksa,63,23,514,395
237897.jpg,500,375,Laksa,64,15,490,348
238796.jpg,610,409,Laksa,32,49,583,398
236855.jpg,577,433,Laksa,113,64,513,404
236944.jpg,564,442,Laksa,56,60,516,390
239005.jpg,500,375,Laksa,67,40,356,323
237653.jpg,500,375,Laksa,64,14,470,356
237045.jpg,577,433,Laksa,54,14,553,425
236161.jpg,578,432,Laksa,48,63,487,408
236890.jpg,640,385,Laksa,24,16,602,376
269441.jpg,577,433,Laksa,16,9,569,414
320603.jpg,500,500,Laksa,15,39,481,468
319540.jpg,578,432,Laksa,5,21,550,426
237905.jpg,500,375,Laksa,50,25,475,339
237901.jpg,500,375,Laksa,37,28,484,334
321235.jpg,500,500,Laksa,12,31,432,381
236125.jpg,456,547,Laksa,7,34,446,496
236289.jpg,485,514,Laksa,10,29,472,494
320196.jpg,500,500,Laksa,35,75,462,410
320869.jpg,500,500,Laksa,14,41,485,462
320496.jpg,500,500,Laksa,18,41,475,425
320046.jpg,500,500,Laksa,20,12,479,452
238564.jpg,500,333,Laksa,46,13,464,326
320011.jpg,500,500,Laksa,12,12,489,475
237212.jpg,577,433,Laksa,12,9,562,414
