filename,width,height,class,xmin,ymin,xmax,ymax
1604.jpg,104,78,French_Fries,54,21,104,53
1605.jpg,104,78,French_Fries,0,11,42,76
1609.jpg,350,233,French_Fries,0,26,163,230
1613.jpg,180,138,French_Fries,0,0,73,60
1621.jpg,639,480,French_Fries,100,247,324,435
1647.jpg,480,640,French_Fries,198,435,480,640
1648.jpg,480,360,French_Fries,0,60,106,289
1648.jpg,480,360,French_Fries,306,9,477,114
1652.jpg,320,213,French_Fries,0,141,320,213
1663.jpg,320,240,French_Fries,140,133,320,238
1663.jpg,320,240,French_Fries,152,42,229,75
1664.jpg,640,480,French_Fries,4,194,202,380
1685.jpg,480,640,French_Fries,0,365,194,499
1688.jpg,426,319,French_Fries,295,84,426,200
4416.jpg,375,500,French_Fries,119,188,365,344
4434.jpg,448,336,French_Fries,179,45,448,300
4459.jpg,300,300,French_Fries,112,64,300,195
4461.jpg,450,338,French_Fries,163,119,312,322
5543.jpg,320,240,French_Fries,136,38,254,139
6955.jpg,500,375,French_Fries,25,43,221,228
10598.jpg,360,480,French_Fries,0,76,327,336
11156.jpg,480,360,French_Fries,229,157,427,328
11161.jpg,480,360,French_Fries,241,159,427,337
11197.jpg,480,360,French_Fries,72,211,219,283
11326.jpg,480,360,French_Fries,156,88,276,283
11365.jpg,480,360,French_Fries,25,0,361,228
11367.jpg,480,360,French_Fries,0,3,480,357
11590.jpg,480,360,French_Fries,163,85,258,259
11954.jpg,512,384,French_Fries,16,183,454,384
12930.jpg,640,480,French_Fries,56,104,638,418
12931.jpg,220,170,French_Fries,0,0,220,170
12932.jpg,450,317,French_Fries,10,5,411,317
12933.jpg,300,300,French_Fries,0,45,300,260
12934.jpg,800,532,French_Fries,0,56,660,515
12935.jpg,578,440,French_Fries,34,81,531,422
12936.jpg,449,335,French_Fries,21,2,440,333
12937.jpg,316,235,French_Fries,0,0,309,235
12938.jpg,400,300,French_Fries,17,0,390,275
12939.jpg,240,320,French_Fries,0,45,240,316
12940.jpg,192,152,French_Fries,19,0,192,150
12941.jpg,357,268,French_Fries,0,0,355,268
12942.jpg,448,336,French_Fries,4,38,398,336
12943.jpg,500,334,French_Fries,66,45,453,334
12944.jpg,640,425,French_Fries,62,22,640,425
12945.jpg,330,247,French_Fries,0,14,330,247
12946.jpg,400,300,French_Fries,0,0,400,300
