filename,width,height,class,xmin,ymin,xmax,ymax
314770.jpg,500,500,Ayam_Goreng,3,16,487,466
314396.jpg,500,500,Ayam_Goreng,6,8,490,489
244458.jpg,612,408,Ayam_Goreng,30,18,579,392
314550.jpg,500,500,Ayam_Goreng,137,62,462,458
243004.jpg,500,375,Ayam_Goreng,39,15,482,359
314231.jpg,500,500,Ayam_Goreng,17,14,471,477
313177.jpg,500,500,Ayam_Goreng,31,45,457,422
314922.jpg,577,433,Ayam_Goreng,37,21,553,402
270619.jpg,577,433,Ayam_Goreng,81,21,495,409
240580.jpg,577,433,Ayam_Goreng,64,14,530,418
315307.jpg,500,500,Ayam_Goreng,15,85,482,483
313794.jpg,500,500,Ayam_Goreng,4,4,495,493
243787.jpg,500,375,Ayam_Goreng,42,32,451,357
270631.jpg,500,336,Ayam_Goreng,103,22,440,302
270622.jpg,409,500,Ayam_Goreng,3,20,393,485
313914.jpg,500,500,Ayam_Goreng,6,108,493,450
314905.jpg,500,500,Ayam_Goreng,6,22,476,437
242938.jpg,500,500,Ayam_Goreng,37,52,467,445
315007.jpg,500,500,Ayam_Goreng,12,25,495,402
313686.jpg,500,500,Ayam_Goreng,9,18,485,477
315082.jpg,500,500,Ayam_Goreng,15,12,492,493
243645.jpg,300,300,Ayam_Goreng,27,52,251,270
240320.jpg,577,433,Ayam_Goreng,36,19,531,409
241004.jpg,543,459,Ayam_Goreng,30,19,510,424
242869.jpg,408,612,Ayam_Goreng,11,33,390,573
314158.jpg,500,500,Ayam_Goreng,17,12,479,470
314680.jpg,500,500,Ayam_Goreng,12,33,492,435
314926.jpg,500,500,Ayam_Goreng,48,35,459,412
314097.jpg,500,500,Ayam_Goreng,10,4,479,479
243596.jpg,587,425,Ayam_Goreng,16,19,528,400
313841.jpg,500,500,Ayam_Goreng,10,22,484,464
241181.jpg,500,375,Ayam_Goreng,39,20,426,351
315024.jpg,500,500,Ayam_Goreng,43,35,454,456
313679.jpg,500,500,Ayam_Goreng,25,35,493,479
244354.jpg,612,408,Ayam_Goreng,22,23,583,385
315192.jpg,500,500,Ayam_Goreng,23,31,457,470
314691.jpg,500,500,Ayam_Goreng,14,35,478,477
313851.jpg,500,500,Ayam_Goreng,26,18,479,485
244173.jpg,300,300,Ayam_Goreng,14,16,275,275
313352.jpg,433,577,Ayam_Goreng,10,33,412,545
270613.jpg,577,433,Ayam_Goreng,10,16,555,420
244186.jpg,612,408,Ayam_Goreng,63,25,545,377
314619.jpg,500,500,Ayam_Goreng,25,41,485,483
314059.jpg,500,500,Ayam_Goreng,18,52,454,477
315148.jpg,500,500,Ayam_Goreng,53,122,465,491
314117.jpg,500,500,Ayam_Goreng,6,27,495,487
314209.jpg,500,500,Ayam_Goreng,21,25,471,485
314227.jpg,500,500,Ayam_Goreng,15,18,489,462
313771.jpg,577,433,Ayam_Goreng,10,16,526,362
243770.jpg,577,433,Ayam_Goreng,12,28,548,418
314046.jpg,500,500,Ayam_Goreng,12,56,470,450
314898.jpg,500,500,Ayam_Goreng,4,14,492,481
314093.jpg,500,500,Ayam_Goreng,12,18,478,481
243584.jpg,577,433,Ayam_Goreng,59,27,539,407
241500.jpg,577,433,Ayam_Goreng,39,28,549,405
243638.jpg,300,300,Ayam_Goreng,3,11,291,290
313209.jpg,577,433,Ayam_Goreng,10,7,558,416
314113.jpg,577,433,Ayam_Goreng,54,75,512,416
244091.jpg,500,375,Ayam_Goreng,9,29,467,360
242789.jpg,577,433,Ayam_Goreng,19,16,553,400
314653.jpg,500,500,Ayam_Goreng,31,35,476,481
240826.jpg,350,263,Ayam_Goreng,26,25,345,257
314447.jpg,500,500,Ayam_Goreng,21,58,473,472
313386.jpg,640,385,Ayam_Goreng,40,20,588,335
313761.jpg,500,500,Ayam_Goreng,7,31,489,472
243762.jpg,577,433,Ayam_Goreng,18,5,549,423
270618.jpg,400,300,Ayam_Goreng,1,5,398,291
270614.jpg,400,300,Ayam_Goreng,11,8,392,287
242909.jpg,410,307,Ayam_Goreng,21,16,388,299
313458.jpg,500,500,Ayam_Goreng,31,41,475,468
270617.jpg,577,433,Ayam_Goreng,23,23,564,414
313901.jpg,500,500,Ayam_Goreng,14,27,459,462
313363.jpg,640,385,Ayam_Goreng,28,9,606,381
313490.jpg,500,500,Ayam_Goreng,10,12,476,470
314741.jpg,500,500,Ayam_Goreng,10,10,487,485
314150.jpg,500,500,Ayam_Goreng,9,16,471,475
314631.jpg,500,500,Ayam_Goreng,18,137,478,479
313528.jpg,500,500,Ayam_Goreng,14,37,482,475
314250.jpg,500,500,Ayam_Goreng,23,52,489,477
243523.jpg,500,500,Ayam_Goreng,1,25,482,472
314720.jpg,500,500,Ayam_Goreng,23,12,481,452
270645.jpg,577,433,Ayam_Goreng,25,18,560,414
